ATRNOMECIDADE,ATRSIGLAESTADO,ATRDATAINICIO,ATRDATAFINAL,ATRDOMINGO,ATRSEGUNDA,ATRTERCA,ATRQUARTA,ATRQUINTA,ATRSEXTA,ATRSABADO
São Paulo,SP,20210319,20210319,S,S,S,S,S,S,S
São Paulo,SP,20210405,20210405,S,S,S,S,S,S,S
São Paulo,SP,20210408,20210408,S,S,S,S,S,S,S
São Paulo,SP,20210406,20210406,S,S,S,S,S,S,S
São Paulo,SP,20210407,20210407,S,S,S,S,S,S,S
São Paulo,SP,20210409,20210409,S,S,S,S,S,S,S
São Paulo,SP,20200323,20200505,S,S,S,S,S,S,S
Sumaré,SP,20230219,99991231,S,N,N,S,S,S,S
Sumaré,SP,20221103,20230218,S,S,S,S,S,S,S
Sumaré,SP,20220901,20221102,S,S,S,S,S,S,S
Campinas,SP,20200320,20200831,S,S,S,S,S,S,S
São Paulo,SP,20230324,99991231,S,S,S,S,S,S,S
São Paulo,SP,20210524,20210630,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20200504,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200405,S,S,S,S,S,S,S
Guarulhos,SP,20210527,20210604,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20201013,S,S,S,S,S,S,S
Guarulhos,SP,20210512,20210526,S,S,S,S,S,S,S
Guarulhos,SP,20210429,20210429,S,S,S,S,S,S,S
Guarulhos,SP,20210427,20210427,S,S,S,S,S,S,S
Guarulhos,SP,20210422,20210422,S,S,S,S,S,S,S
Guarulhos,SP,20210420,20210420,S,S,S,S,S,S,S
Guarulhos,SP,20210501,20210531,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20201013,S,S,S,S,S,S,S
São José dos Campos,SP,20200320,20220313,S,S,S,S,S,S,S
Guarulhos,SP,20220516,20230516,S,S,S,S,S,S,S
Guarulhos,SP,20211210,20220515,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20211208,S,S,S,S,S,S,S
São Paulo,SP,20200323,20200331,S,S,S,S,S,S,S
Arujá,SP,20220831,20221019,S,S,S,S,S,S,S
Arujá,SP,20221020,20221201,S,S,S,S,S,S,S
Arujá,SP,20220401,20220501,N,N,N,N,N,N,N
Arujá,SP,20200320,20220331,S,S,S,S,S,S,S
Campinas,SP,20210504,20210506,S,S,S,S,S,S,S
Campinas,SP,20200319,20200401,S,S,S,S,S,S,S
Guarulhos,SP,20200317,20220125,S,S,S,S,S,S,S
Guarulhos,SP,20220126,20220228,S,S,S,S,S,S,S
São José dos Campos,SP,20220110,20220110,S,S,S,S,S,S,S
Araçoiaba da Serra,SP,20230223,20230409,N,N,N,N,N,N,N
Araçoiaba da Serra,SP,20230410,99991231,S,S,N,S,N,N,S
Araçoiaba da Serra,SP,20210501,20211014,N,N,N,N,N,N,N
Araçoiaba da Serra,SP,20211112,20211112,N,N,N,N,N,N,N
Araçoiaba da Serra,SP,20200323,20210430,S,S,S,S,S,S,S
São José dos Campos,SP,20220901,99991231,S,S,S,S,S,S,S
São José dos Campos,SP,20200504,20211129,S,S,S,S,S,S,S
Indaiatuba,SP,20210614,20210628,S,S,S,S,S,S,S
Indaiatuba,SP,20210607,20210609,S,S,S,S,S,S,S
Indaiatuba,SP,20200323,20200409,S,S,S,S,S,S,S
Indaiatuba,SP,20201201,20201206,S,S,S,S,S,S,S
Indaiatuba,SP,20201124,20201130,S,S,S,S,S,S,S
Indaiatuba,SP,20210607,20210609,S,S,S,S,S,S,S
Indaiatuba,SP,20200326,20200402,S,S,S,S,S,S,S
Indaiatuba,SP,20200321,20211205,S,S,S,S,S,S,S
Guarulhos,SP,20210321,20210321,S,S,S,S,S,S,S
Guarulhos,SP,20210320,20210320,S,S,S,S,S,S,S
Guarulhos,SP,20210309,20210309,S,S,S,S,S,S,S
Guarulhos,SP,20210310,20210310,S,S,S,S,S,S,S
Guarulhos,SP,20210311,20210311,S,S,S,S,S,S,S
Guarulhos,SP,20210307,20210307,S,S,S,S,S,S,S
Guarulhos,SP,20210308,20210308,S,S,S,S,S,S,S
Sorocaba,SP,20220701,99991231,S,S,S,S,S,S,S
Sorocaba,SP,20210719,20220630,S,S,S,S,S,S,S
Sorocaba,SP,20200320,20200907,S,S,S,S,S,S,S
Guarulhos,SP,20220602,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20201013,S,S,S,S,S,S,S
Campinas,SP,20220722,99991231,S,S,S,S,S,S,S
Campinas,SP,20220701,99991231,S,S,S,S,S,S,S
Campinas,SP,20200320,20200323,S,S,S,S,S,S,S
Campinas,SP,20200327,20220630,S,S,S,S,S,S,S
São José dos Campos,SP,20220614,99991231,S,S,S,S,S,S,S
São José dos Campos,SP,20200319,20220613,S,S,S,S,S,S,S
São Paulo,SP,20200320,20201013,S,S,S,S,S,S,S
São Paulo,SP,20200320,20200621,S,S,S,S,S,S,S
São Paulo,SP,20210301,20210301,S,S,S,S,S,S,S
São Paulo,SP,20210302,20210302,S,S,S,S,S,S,S
São Paulo,SP,20210304,20210304,S,S,S,S,S,S,S
São Paulo,SP,20210326,20210326,S,S,S,S,S,S,S
São Paulo,SP,20210303,20210303,S,S,S,S,S,S,S
São Paulo,SP,20210327,20210327,S,S,S,S,S,S,S
São Paulo,SP,20200904,20200905,S,S,S,S,S,S,S
São Paulo,SP,20200317,20200323,S,S,S,S,S,S,S
Itatiba,SP,20210921,20210921,S,S,S,S,S,S,S
Itatiba,SP,20210916,20210917,S,S,S,S,S,S,S
Itatiba,SP,20210510,20210512,S,S,S,S,S,S,S
Itatiba,SP,20210315,20210318,S,S,S,S,S,S,S
Itatiba,SP,20200327,20210228,S,S,S,S,S,S,S
Guarulhos,SP,20210223,20211216,S,S,S,S,S,S,S
Indaiatuba,SP,20200320,20200616,S,S,S,S,S,S,S
Indaiatuba,SP,20200622,20211205,S,S,S,S,S,S,S
Jacareí,SP,20200320,20200329,S,S,S,S,S,S,S
Jacareí,SP,20200419,20211216,S,S,S,S,S,S,S
Ribeirão Preto,SP,20200906,20200918,S,S,S,S,S,S,S
Ribeirão Preto,SP,20200323,20211206,S,S,S,S,S,S,S
Álvares Machado,SP,20210607,20210609,S,S,S,S,S,S,S
Bauru,SP,20210217,20210220,S,S,S,S,S,S,S
Campinas,SP,20210621,20210623,S,S,S,S,S,S,S
Campinas,SP,20210510,20210512,S,S,S,S,S,S,S
Campinas,SP,20200908,20200908,S,S,S,S,S,S,S
Indaiatuba,SP,20210301,20211205,S,S,S,S,S,S,S
Indaiatuba,SP,20210224,20210228,S,S,S,S,S,S,S
Indaiatuba,SP,20210208,20210222,S,S,S,S,S,S,S
Bauru,SP,20210122,20210125,S,S,S,S,S,S,S
Bauru,SP,20200804,20200811,S,S,S,S,S,S,S
São José dos Campos,SP,20220425,20220428,S,S,S,S,S,S,S
São José dos Campos,SP,20220429,99991231,S,S,S,S,S,S,S
São José dos Campos,SP,20200318,20220423,S,S,S,S,S,S,S
São Paulo,SP,20210307,20210307,S,S,S,S,S,S,S
São Paulo,SP,20210308,20210308,S,S,S,S,S,S,S
São Paulo,SP,20210816,20220902,S,S,S,S,S,S,S
São Paulo,SP,20200427,20200430,S,S,S,S,S,S,S
Indaiatuba,SP,20210607,20210609,S,S,S,S,S,S,S
Guarulhos,SP,20210616,20210617,S,S,S,S,S,S,S
Guarulhos,SP,20210610,20210610,S,S,S,S,S,S,S
Presidente Prudente,SP,20210211,20210213,S,S,S,S,S,S,S
São Paulo,SP,20210119,20210122,S,S,S,S,S,S,S
Presidente Prudente,SP,20210211,20210212,S,S,S,S,S,S,S
Salto,SP,20210510,20210512,S,S,S,S,S,S,S
Indaiatuba,SP,20211203,20211205,S,S,S,S,S,S,S
Indaiatuba,SP,20210517,20210519,S,S,S,S,S,S,S
Indaiatuba,SP,20210405,20210415,S,S,S,S,S,S,S
Indaiatuba,SP,20210510,20210512,S,S,S,S,S,S,S
Campinas,SP,20211023,20211031,S,S,S,S,S,S,S
Campinas,SP,20210929,20210930,S,S,S,S,S,S,S
Campinas,SP,20210901,20210928,S,S,S,S,S,S,S
Campinas,SP,20210501,20210831,S,S,S,S,S,S,S
Campinas,SP,20200401,20200409,S,S,S,S,S,S,S
Campinas,SP,20210301,20210430,S,S,S,S,S,S,S
Campinas,SP,20210224,20210228,S,S,S,S,S,S,S
Campinas,SP,20210213,20210222,S,S,S,S,S,S,S
São José dos Campos,SP,20201209,20210517,S,S,S,S,S,S,S
São José dos Campos,SP,20210519,20210728,S,S,S,S,S,S,S
São José dos Campos,SP,20210731,20210831,S,S,S,S,S,S,S
São Paulo,SP,20211008,20211031,S,S,S,S,S,S,S
São Paulo,SP,20211101,20211209,S,S,S,S,S,S,S
São Paulo,SP,20210930,20211007,S,S,S,S,S,S,S
São Paulo,SP,20210927,20210928,S,S,S,S,S,S,S
São Paulo,SP,20210106,20210905,S,S,S,S,S,S,S
São Paulo,SP,20210316,20210316,S,S,S,S,S,S,S
São Paulo,SP,20210318,20210318,S,S,S,S,S,S,S
São Paulo,SP,20210317,20210317,S,S,S,S,S,S,S
São Paulo,SP,20200503,20200517,S,S,S,S,S,S,S
Jacareí,SP,20200317,20200720,S,S,S,S,S,S,S
Ribeirão Preto,SP,20200319,20211205,S,S,S,S,S,S,S
Indaiatuba,SP,20200320,20220102,S,S,S,S,S,S,S
São Paulo,SP,20200320,20200406,S,S,S,S,S,S,S
Guarulhos,SP,20200323,20200331,S,S,S,S,S,S,S
Santos,SP,20200320,20220630,S,S,S,S,S,S,S
Guarulhos,SP,20200316,20200531,S,S,S,S,S,S,S
Guarulhos,SP,20200323,20200331,S,S,S,S,S,S,S
Campinas,SP,20220112,20220114,S,S,S,S,S,S,S
Campinas,SP,20220110,20220111,S,S,S,S,S,S,S
Campinas,SP,20211222,20211224,S,S,S,S,S,S,S
Campinas,SP,20200316,20211205,S,S,S,S,S,S,S
Guarulhos,SP,20200423,20200425,S,S,S,S,S,S,S
Guarulhos,SP,20200429,20200430,S,S,S,S,S,S,S
Guarulhos,SP,20200505,20200531,S,S,S,S,S,S,S
Guarulhos,SP,20200317,20200331,S,S,S,S,S,S,S
São Paulo,SP,20200323,20200331,S,S,S,S,S,S,S
São Paulo,SP,20200319,20220104,S,S,S,S,S,S,S
Guarulhos,SP,20200504,20200802,S,S,S,S,S,S,S
Guarulhos,SP,20200323,20200331,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20210502,S,S,S,S,S,S,S
São Paulo,SP,20220621,99991231,S,S,S,S,S,S,S
São Paulo,SP,20200320,20220620,S,S,S,S,S,S,S
Bauru,SP,20201109,20201113,S,S,S,S,S,S,S
Campinas,SP,20210524,20210526,S,S,S,S,S,S,S
Guarulhos,SP,20210731,20211216,S,S,S,S,S,S,S
Guarulhos,SP,20200331,20210728,S,S,S,S,S,S,S
Jardinópolis,SP,20200324,20200529,S,S,S,S,S,S,S
São Paulo,SP,20200320,20200630,S,S,S,S,S,S,S
Bauru,SP,20210120,20210125,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211001,20211031,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211201,20211226,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210601,20210731,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210711,20210731,S,S,S,S,S,S,S
Sumaré,SP,20201224,20201224,S,S,S,S,S,S,S
Sumaré,SP,20200323,20200409,S,S,S,S,S,S,S
Sumaré,SP,20201230,20211205,S,S,S,S,S,S,S
São Paulo,SP,20200409,20200423,S,S,S,S,S,S,S
São Paulo,SP,20210308,20210308,S,S,S,S,S,S,S
São Paulo,SP,20210317,20210317,S,S,S,S,S,S,S
São Paulo,SP,20210421,20210501,S,S,S,S,S,S,S
São Paulo,SP,20200506,20211216,S,S,S,S,S,S,S
Álvares Machado,SP,20211209,20211210,S,S,S,S,S,S,S
Álvares Machado,SP,20211206,20211206,S,S,S,S,S,S,S
Álvares Machado,SP,20211201,20211202,S,S,S,S,S,S,S
Álvares Machado,SP,20211124,20211128,S,S,S,S,S,S,S
Álvares Machado,SP,20211001,20211005,S,S,S,S,S,S,S
Álvares Machado,SP,20211007,20211014,S,S,S,S,S,S,S
Álvares Machado,SP,20211023,20211027,S,S,S,S,S,S,S
Álvares Machado,SP,20211029,20211031,S,S,S,S,S,S,S
Álvares Machado,SP,20211130,20211130,S,S,S,S,S,S,S
Álvares Machado,SP,20211101,20211103,S,S,S,S,S,S,S
Álvares Machado,SP,20211020,20211021,S,S,S,S,S,S,S
Álvares Machado,SP,20211105,20211110,S,S,S,S,S,S,S
Álvares Machado,SP,20211119,20211122,S,S,S,S,S,S,S
Álvares Machado,SP,20211112,20211117,S,S,S,S,S,S,S
Álvares Machado,SP,20211016,20211018,S,S,S,S,S,S,S
Álvares Machado,SP,20210923,20210926,S,S,S,S,S,S,S
Álvares Machado,SP,20210917,20210921,S,S,S,S,S,S,S
Álvares Machado,SP,20210910,20210915,S,S,S,S,S,S,S
Álvares Machado,SP,20210908,20210908,S,S,S,S,S,S,S
Álvares Machado,SP,20210927,20210928,S,S,S,S,S,S,S
Álvares Machado,SP,20200410,20200731,S,S,S,S,S,S,S
Presidente Prudente,SP,20211207,20211207,S,S,S,S,S,S,S
Presidente Prudente,SP,20211201,20211203,S,S,S,S,S,S,S
Presidente Prudente,SP,20211209,20211209,S,S,S,S,S,S,S
Presidente Prudente,SP,20211113,20211115,S,S,S,S,S,S,S
Presidente Prudente,SP,20211117,20211124,S,S,S,S,S,S,S
Presidente Prudente,SP,20211126,20211128,S,S,S,S,S,S,S
Presidente Prudente,SP,20211110,20211110,S,S,S,S,S,S,S
Presidente Prudente,SP,20211111,20211111,S,S,S,S,S,S,S
Presidente Prudente,SP,20211129,20211129,S,S,S,S,S,S,S
Presidente Prudente,SP,20210908,20210908,S,S,S,S,S,S,S
Presidente Prudente,SP,20211028,20211031,N,S,S,S,S,S,N
Presidente Prudente,SP,20211022,20211026,N,S,S,S,S,S,N
Presidente Prudente,SP,20211007,20211010,N,S,S,S,S,S,N
Presidente Prudente,SP,20210928,20210930,S,S,S,S,S,S,S
Presidente Prudente,SP,20210917,20210921,S,S,S,S,S,S,S
Presidente Prudente,SP,20210910,20210915,S,S,S,S,S,S,S
Presidente Prudente,SP,20210923,20210926,S,S,S,S,S,S,S
Presidente Prudente,SP,20211016,20211020,N,S,S,S,S,S,N
Presidente Prudente,SP,20211004,20211005,N,S,S,S,S,S,N
Presidente Prudente,SP,20211101,20211102,S,S,S,S,S,S,S
Presidente Prudente,SP,20211104,20211109,S,S,S,S,S,S,S
Presidente Prudente,SP,20211012,20211014,N,S,S,S,S,S,N
Presidente Prudente,SP,20200325,20200731,S,S,S,S,S,S,S
Campinas,SP,20220401,20220704,S,S,S,S,S,S,S
Campinas,SP,20220103,20220331,S,S,S,S,S,S,S
Campinas,SP,20210901,20211231,S,S,S,S,S,S,S
Campinas,SP,20201101,20210831,S,S,S,S,S,S,S
São Paulo,SP,20200320,20211216,S,S,S,S,S,S,S
São Paulo,SP,20200320,20200406,S,S,S,S,S,S,S
São Paulo,SP,20200506,20211216,S,S,S,S,S,S,S
Valinhos,SP,20210822,20220111,S,S,S,S,S,S,S
Vinhedo,SP,20210531,20210602,S,S,S,S,S,S,S
São Paulo,SP,20211101,20211126,S,S,S,S,S,S,S
Ribeirão Preto,SP,20200326,20200503,S,S,S,S,S,S,S
Ribeirão Preto,SP,20200516,20200529,S,S,S,S,S,S,S
Campinas,SP,20220930,99991231,S,S,S,S,S,S,S
Campinas,SP,20220629,20220929,S,S,S,S,S,S,S
Campinas,SP,20211214,20220628,S,S,S,S,S,S,S
Campinas,SP,20210701,20211213,S,S,S,S,S,S,S
Campinas,SP,20210401,20210630,S,S,S,S,S,S,S
Campinas,SP,20210127,20210331,S,S,S,S,S,S,S
Campinas,SP,20200325,20210330,S,S,S,S,S,S,S
Campinas,SP,20201201,20210126,S,S,S,S,S,S,S
Bauru,SP,20200912,20200922,S,S,S,S,S,S,S
Bauru,SP,20200925,20200928,S,S,S,S,S,S,S
Indaiatuba,SP,20220614,20220701,S,S,S,S,S,S,S
Indaiatuba,SP,20200320,20220613,S,S,S,S,S,S,S
Campinas,SP,20210517,20210519,S,S,S,S,S,S,S
Campinas,SP,20200916,20200916,S,S,S,S,S,S,S
Campinas,SP,20200323,20211205,S,S,S,S,S,S,S
Guarulhos,SP,20200321,20211216,S,S,S,S,S,S,S
São Paulo,SP,20201101,20210106,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20211216,S,S,S,S,S,S,S
Ribeirão Preto,SP,20200814,20200831,S,S,S,S,S,S,S
Guarulhos,SP,20200701,20211216,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20200630,S,S,S,S,S,S,S
Campinas,SP,20200320,20220428,S,S,S,S,S,S,S
Campinas,SP,20220429,99991231,S,S,S,S,S,S,S
Campinas,SP,20180901,20191102,S,S,S,S,S,S,S
Campinas,SP,20200321,20200714,S,S,S,S,S,S,S
São Paulo,SP,20200320,20220630,S,S,S,S,S,S,S
São Paulo,SP,20200320,20200803,S,S,S,S,S,S,S
Campinas,SP,20200321,20220630,S,S,S,S,S,S,S
Guarulhos,SP,20200518,20200618,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211201,20211226,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211001,20211031,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210901,20210930,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210722,20210731,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210701,20210711,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210601,20210630,S,S,S,S,S,S,S
Indaiatuba,SP,20230301,99991231,S,S,S,S,S,S,S
Indaiatuba,SP,20200324,20200406,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20200714,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210504,20210516,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210320,20210331,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210302,20210320,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20211216,S,S,S,S,S,S,S
Guarulhos,SP,20220701,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20211001,20220630,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20201001,S,S,S,S,S,S,S
Guarulhos,SP,20210210,20210222,S,S,S,S,S,S,S
São Paulo,SP,20210526,20210611,S,S,S,S,S,S,S
Guarulhos,SP,20210318,20210318,S,S,S,S,S,S,S
Guarulhos,SP,20210317,20210317,S,S,S,S,S,S,S
Guarulhos,SP,20200318,20200330,S,S,S,S,S,S,S
São Paulo,SP,20210318,20210318,S,S,S,S,S,S,S
São Paulo,SP,20210317,20210317,S,S,S,S,S,S,S
São Paulo,SP,20200710,20200720,S,S,S,S,S,S,S
Guarulhos,SP,20210318,20210318,S,S,S,S,S,S,S
Guarulhos,SP,20210317,20210317,S,S,S,S,S,S,S
Bauru,SP,20200323,20210912,S,S,S,S,S,S,S
Campinas,SP,20200328,20210915,S,S,S,S,S,S,S
Guarulhos,SP,20230219,99991231,S,N,N,S,S,S,S
Guarulhos,SP,20220701,20230218,S,S,S,S,S,S,S
Guarulhos,SP,20210909,20220630,S,S,S,S,S,S,S
Guarulhos,SP,20200323,20210907,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211101,20211130,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210801,20210831,S,S,S,S,S,S,S
Ribeirão Preto,SP,20211001,20211031,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210701,20210731,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210508,20210531,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210120,20210123,S,S,S,S,S,S,S
São Paulo,SP,20210308,20210308,S,S,S,S,S,S,S
São Paulo,SP,20210309,20210309,S,S,S,S,S,S,S
São Paulo,SP,20210311,20210311,S,S,S,S,S,S,S
São Paulo,SP,20210310,20210310,S,S,S,S,S,S,S
São Paulo,SP,20201213,20201213,S,S,S,S,S,S,S
Bauru,SP,20200317,20211211,S,S,S,S,S,S,S
São Paulo,SP,20211224,20211224,S,S,S,S,S,S,S
São Paulo,SP,20211207,20211216,S,S,S,S,S,S,S
São Paulo,SP,20200320,20211205,S,S,S,S,S,S,S
Caraguatatuba,SP,20200318,20220630,S,S,S,S,S,S,S
São José dos Campos,SP,20220121,20220125,S,S,S,S,S,S,S
São José dos Campos,SP,20230125,99991231,S,S,N,N,S,S,S
São José dos Campos,SP,20220901,20221102,S,S,S,S,S,S,S
São José dos Campos,SP,20221103,20230124,N,N,S,S,N,N,N
São José dos Campos,SP,20210712,20210712,S,S,S,S,S,S,S
Salto,SP,20220706,99991231,S,S,S,S,S,S,S
Salto,SP,20180702,20220630,S,S,S,S,S,S,S
São Paulo,SP,20200329,20200630,S,S,S,S,S,S,S
São Paulo,SP,20210301,20210310,S,S,S,S,S,S,S
São Paulo,SP,20201001,20210228,S,S,S,S,S,S,S
São Paulo,SP,20200320,20211216,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210320,20210331,S,S,S,S,S,S,S
Ribeirão Preto,SP,20210306,20210319,S,S,S,S,S,S,S
Bauru,SP,20200323,20211205,S,S,S,S,S,S,S
Santo André,SP,20210518,20210530,S,S,S,S,S,S,S
Santo André,SP,20200612,20200625,S,S,S,S,S,S,S
Santo André,SP,20210329,20210331,S,S,S,S,S,S,S
Santo André,SP,20210413,20210417,S,S,S,S,S,S,S
São Sebastião,SP,20221101,20221130,S,S,S,S,S,S,S
São Sebastião,SP,20200322,20200322,S,S,S,S,S,S,S
São José dos Campos,SP,20230401,99991231,S,N,N,N,N,N,S
São José dos Campos,SP,20200320,20210117,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200402,S,S,S,S,S,S,S
Campinas,SP,20210930,20211219,S,S,S,S,S,S,S
Campinas,SP,20200321,20210929,S,S,S,S,S,S,S
São José dos Campos,SP,20210315,20210411,S,S,S,S,S,S,S
São José dos Campos,SP,20200601,20201115,S,S,S,S,S,S,S
São José dos Campos,SP,20200320,20200322,S,S,S,S,S,S,S
São Paulo,SP,20211218,20211221,S,S,S,S,S,S,S
São Paulo,SP,20200320,20211216,S,S,S,S,S,S,S
Campinas,SP,20200523,20200531,S,S,S,S,S,S,S
Campinas,SP,20200508,20200521,S,S,S,S,S,S,S
Campinas,SP,20200408,20200421,S,S,S,S,S,S,S
Campinas,SP,20200423,20200504,S,S,S,S,S,S,S
Campinas,SP,20200321,20200404,S,S,S,S,S,S,S
São José dos Campos,SP,20200320,20200413,S,S,S,S,S,S,S
São Paulo,SP,20200320,20200430,S,S,S,S,S,S,S
São Paulo,SP,20220613,99991231,S,S,S,S,S,S,S
São Paulo,SP,20200320,20220410,S,S,S,S,S,S,S
São José dos Campos,SP,20230308,99991231,S,N,N,N,N,N,S
São José dos Campos,SP,20200320,20210913,S,S,S,S,S,S,S
Campinas,SP,20210826,20211205,S,S,S,S,S,S,S
Campinas,SP,20210701,20210824,S,S,S,S,S,S,S
Bauru,SP,20200323,20211210,S,S,S,S,S,S,S
Indaiatuba,SP,20210531,20210602,S,S,S,S,S,S,S
Indaiatuba,SP,20210218,20210219,S,S,S,S,S,S,S
Indaiatuba,SP,20210504,20210506,S,S,S,S,S,S,S
Indaiatuba,SP,20200708,20200802,S,S,S,S,S,S,S
Indaiatuba,SP,20210301,20210303,S,S,S,S,S,S,S
Indaiatuba,SP,20210223,20210228,S,S,S,S,S,S,S
São Paulo,SP,20200316,20200322,S,S,S,S,S,S,S
São Paulo,SP,20200323,20211216,S,S,S,S,S,S,S
Bauru,SP,20200901,20210926,S,S,S,S,S,S,S
Bragança Paulista,SP,20210216,20210216,S,S,S,S,S,S,S
Bragança Paulista,SP,20201204,20201221,S,S,S,S,S,S,S
São Paulo,SP,20201101,20211216,S,S,S,S,S,S,S
São Paulo,SP,20210608,20210718,S,S,S,S,S,S,S
Indaiatuba,SP,20200320,20220130,S,S,S,S,S,S,S
São Paulo,SP,20200508,20200531,S,S,S,S,S,S,S
São Paulo,SP,20200320,20200320,S,S,S,S,S,S,S
São Paulo,SP,20200402,20200408,S,S,S,S,S,S,S
Arujá,SP,20221123,99991231,S,S,S,S,S,S,S
Arujá,SP,20220711,20221122,S,S,S,S,S,S,S
Arujá,SP,20220110,20220630,S,S,S,S,S,S,S
Arujá,SP,20210915,20210928,S,S,S,S,S,S,S
Arujá,SP,20200320,20210818,S,S,S,S,S,S,S
Arujá,SP,20210821,20210913,S,S,S,S,S,S,S
Guarulhos,SP,20220602,20230601,S,S,S,S,S,S,S
Guarulhos,SP,20220127,20220601,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20201013,S,S,S,S,S,S,S
Guarulhos,SP,20210111,20220111,S,S,S,S,S,S,S
Atibaia,SP,20200320,20220329,S,S,S,S,S,S,S
Americana,SP,20230301,99991231,S,S,S,S,S,S,S
Americana,SP,20200320,20210203,S,S,S,S,S,S,S
São Paulo,SP,20200322,20200504,S,S,S,S,S,S,S
Campinas,SP,20200318,20211205,S,S,S,S,S,S,S
Arujá,SP,20200320,20200610,S,S,S,S,S,S,S
Arujá,SP,20200320,20200329,S,S,S,S,S,S,S
Jacareí,SP,20200322,20200407,S,S,S,S,S,S,S
Jacareí,SP,20200808,20200824,S,S,S,S,S,S,S
São Paulo,SP,20200323,20200331,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200406,S,S,S,S,S,S,S
São Paulo,SP,20200319,20220630,S,S,S,S,S,S,S
Jacareí,SP,20220701,20220729,S,S,S,S,S,S,S
Jacareí,SP,20200320,20220630,S,S,S,S,S,S,S
Guarulhos,SP,20210309,20210309,S,S,S,S,S,S,S
Guarulhos,SP,20200710,20200720,S,S,S,S,S,S,S
Guarulhos,SP,20210101,20210120,S,S,S,S,S,S,S
Bauru,SP,20200323,20211212,S,S,S,S,S,S,S
Presidente Prudente,SP,20211110,20211110,S,S,S,S,S,S,S
Presidente Prudente,SP,20211201,20211210,S,S,S,S,S,S,S
Presidente Prudente,SP,20211111,20211130,S,S,S,S,S,S,S
Presidente Prudente,SP,20211101,20211109,S,S,S,S,S,S,S
Presidente Prudente,SP,20211011,20211031,S,S,S,S,S,S,S
Presidente Prudente,SP,20210426,20210426,S,S,S,S,S,S,S
Presidente Prudente,SP,20210417,20210419,S,S,S,S,S,S,S
Presidente Prudente,SP,20210413,20210413,S,S,S,S,S,S,S
Presidente Prudente,SP,20210422,20210424,S,S,S,S,S,S,S
Presidente Prudente,SP,20210427,20210428,S,S,S,S,S,S,S
Presidente Prudente,SP,20210421,20210421,S,S,S,S,S,S,S
Presidente Prudente,SP,20210416,20210416,S,S,S,S,S,S,S
Guarulhos,SP,20210308,20210308,S,S,S,S,S,S,S
Guarulhos,SP,20210309,20210309,S,S,S,S,S,S,S
Guarulhos,SP,20200710,20201020,S,S,S,S,S,S,S
São José dos Campos,SP,20221101,20221114,S,S,S,S,S,S,S
São José dos Campos,SP,20200320,20200412,S,S,S,S,S,S,S
Guarulhos,SP,20200317,20200331,S,S,S,S,S,S,S
Guarulhos,SP,20200502,20200519,S,S,S,S,S,S,S
Guarulhos,SP,20200527,20200531,S,S,S,S,S,S,S
Guarulhos,SP,20210317,20210317,S,S,S,S,S,S,S
Guarulhos,SP,20210410,20210413,S,S,S,S,S,S,S
São Paulo,SP,20200323,20201231,S,S,S,S,S,S,S
São Paulo,SP,20220110,20220117,S,S,S,S,S,S,S
São Paulo,SP,20200321,20210523,S,S,S,S,S,S,S
Guaratinguetá,SP,20220627,99991231,S,S,S,S,S,S,S
Guaratinguetá,SP,20220403,20220626,S,S,S,S,S,S,S
Guaratinguetá,SP,20220224,20220401,S,S,S,S,S,S,S
Guaratinguetá,SP,20220212,20220213,S,S,S,S,S,S,S
