ATRNOMECIDADE,ATRSIGLAESTADO,ATRDATAINICIO,ATRDATAFINAL,ATRDOMINGO,ATRSEGUNDA,ATRTERCA,ATRQUARTA,ATRQUINTA,ATRSEXTA,ATRSABADO
Itatiba,SP,20220502,99991231,S,S,S,S,S,S,S
Itatiba,SP,20220430,20220501,S,S,S,S,S,S,S
Itatiba,SP,20210819,20220428,S,S,S,S,S,S,S
Itatiba,SP,20220429,20220429,S,S,S,S,S,S,S
Itatiba,SP,20200320,20210731,S,S,S,S,S,S,S
Guarulhos,SP,20210901,20211128,S,S,S,S,S,S,S
Guarulhos,SP,20201103,20210831,S,S,S,S,S,S,S
São Paulo,SP,20201222,20201225,S,S,S,S,S,S,S
São Paulo,SP,20210104,20210110,S,S,S,S,S,S,S
São Paulo,SP,20201230,20201231,S,S,S,S,S,S,S
São Paulo,SP,20230502,99991231,S,S,N,S,N,S,S
Guarulhos,SP,20230219,99991231,S,N,N,S,S,S,S
Guarulhos,SP,20220705,20230218,S,S,S,S,S,S,S
Guarulhos,SP,20200317,20220630,S,S,S,S,S,S,S
Campinas,SP,20200825,20200903,S,S,S,S,S,S,S
Campinas,SP,20201222,20201225,S,S,S,S,S,S,S
Guarulhos,SP,20211207,20211216,S,S,S,S,S,S,S
Guarulhos,SP,20200317,20211205,S,S,S,S,S,S,S
São Paulo,SP,20201101,20220410,S,S,S,S,S,S,S
Campinas,SP,20220701,99991231,S,S,S,S,S,S,S
Campinas,SP,20200320,20220630,N,N,N,N,N,N,N
Guarulhos,SP,20220701,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20200319,20220630,S,S,S,S,S,S,S
São Paulo,SP,20200320,20210527,S,S,S,S,S,S,S
São Paulo,SP,20210102,20210111,S,S,S,S,S,S,S
São Paulo,SP,20210331,20210331,S,S,S,S,S,S,S
São Paulo,SP,20210330,20210330,S,S,S,S,S,S,S
São Paulo,SP,20210329,20210329,S,S,S,S,S,S,S
São Paulo,SP,20210125,20210125,S,S,S,S,S,S,S
São Paulo,SP,20201125,20201125,S,S,S,S,S,S,S
São Paulo,SP,20201124,20201124,S,S,S,S,S,S,S
São Paulo,SP,20201123,20201123,S,S,S,S,S,S,S
São Paulo,SP,20201120,20201120,S,S,S,S,S,S,S
São Paulo,SP,20201119,20201119,S,S,S,S,S,S,S
São Paulo,SP,20201118,20201118,S,S,S,S,S,S,S
São Paulo,SP,20201117,20201117,S,S,S,S,S,S,S
São Paulo,SP,20201116,20201116,S,S,S,S,S,S,S
São Paulo,SP,20201113,20201113,S,S,S,S,S,S,S
São Paulo,SP,20201112,20201112,S,S,S,S,S,S,S
São Paulo,SP,20201111,20201111,S,S,S,S,S,S,S
São Paulo,SP,20201110,20201110,S,S,S,S,S,S,S
São Paulo,SP,20201109,20201109,S,S,S,S,S,S,S
São Paulo,SP,20201106,20201106,S,S,S,S,S,S,S
São Paulo,SP,20201105,20201105,S,S,S,S,S,S,S
São Paulo,SP,20201104,20201104,S,S,S,S,S,S,S
São Paulo,SP,20201103,20201103,S,S,S,S,S,S,S
São Paulo,SP,20210413,20210413,S,S,S,S,S,S,S
São Paulo,SP,20210311,20210311,S,S,S,S,S,S,S
Campinas,SP,20230426,20230504,S,S,S,S,S,S,S
Campinas,SP,20230505,99991231,S,S,S,S,S,S,S
Campinas,SP,20220502,20230104,S,S,S,S,S,S,S
Campinas,SP,20200320,20220501,S,S,S,S,S,S,S
Santo André,SP,20230219,99991231,S,N,N,S,S,S,S
Santo André,SP,20220701,20230218,S,S,S,S,S,S,S
Santo André,SP,20200317,20220630,S,S,S,S,S,S,S
Guarulhos,SP,20230116,99991231,S,N,S,N,S,S,S
Guarulhos,SP,20220701,20230115,S,S,S,S,S,S,S
Guarulhos,SP,20200319,20220630,S,S,S,S,S,S,S
Campinas,SP,20180601,20191102,S,S,S,S,S,S,S
Sumaré,SP,20220503,99991231,S,S,S,S,S,S,S
Sumaré,SP,20180901,20191102,S,S,S,S,S,S,S
Sumaré,SP,20200319,20220502,S,S,S,S,S,S,S
São Paulo,SP,20210309,20210309,S,S,S,S,S,S,S
São Paulo,SP,20210310,20210310,S,S,S,S,S,S,S
São Paulo,SP,20210311,20210311,S,S,S,S,S,S,S
São Paulo,SP,20210312,20210312,S,S,S,S,S,S,S
São Paulo,SP,20210308,20210308,S,S,S,S,S,S,S
São Paulo,SP,20200320,20200329,S,S,S,S,S,S,S
Campinas,SP,20220701,20220904,S,S,S,S,S,S,S
Campinas,SP,20200323,20220630,S,S,S,S,S,S,S
Campinas,SP,20200408,20200409,S,S,S,S,S,S,S
Campinas,SP,20200416,20200417,S,S,S,S,S,S,S
Campinas,SP,20200424,20200424,S,S,S,S,S,S,S
Campinas,SP,20200427,20200428,S,S,S,S,S,S,S
Campinas,SP,20200528,20200529,S,S,S,S,S,S,S
Campinas,SP,20200604,20200605,S,S,S,S,S,S,S
Campinas,SP,20200618,20200619,S,S,S,S,S,S,S
Campinas,SP,20200625,20200626,S,S,S,S,S,S,S
Campinas,SP,20200702,20200703,S,S,S,S,S,S,S
Campinas,SP,20200708,20200709,S,S,S,S,S,S,S
Campinas,SP,20200716,20200717,S,S,S,S,S,S,S
Campinas,SP,20200723,20200724,S,S,S,S,S,S,S
Campinas,SP,20200730,20200731,S,S,S,S,S,S,S
Campinas,SP,20200806,20200807,S,S,S,S,S,S,S
Campinas,SP,20200813,20200814,S,S,S,S,S,S,S
Campinas,SP,20200827,20200828,S,S,S,S,S,S,S
São Paulo,SP,20200901,20201122,S,S,S,S,S,S,S
Campinas,SP,20200401,20200731,S,S,S,S,S,S,S
Santo Antônio de Posse,SP,20220701,99991231,S,S,S,S,S,S,S
Campinas,SP,20200330,20200408,S,S,S,S,S,S,S
São Paulo,SP,20210407,20210418,S,S,S,S,S,S,S
São Paulo,SP,20201101,20201130,S,S,S,S,S,S,S
São Paulo,SP,20201201,20210224,S,S,S,S,S,S,S
São Paulo,SP,20220512,99991231,S,S,S,S,S,S,S
São Paulo,SP,20200320,20220511,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20200910,S,S,S,S,S,S,S
São Paulo,SP,20220701,99991231,S,S,S,S,S,S,S
São Paulo,SP,20210712,20220630,S,S,S,S,S,S,S
São Paulo,SP,20200320,20210620,S,S,S,S,S,S,S
Santo André,SP,20200825,20200909,S,S,S,S,S,S,S
Santo André,SP,20201230,20201231,S,S,S,S,S,S,S
Santo André,SP,20210104,20210110,S,S,S,S,S,S,S
Arujá,SP,20220705,99991231,S,S,S,S,S,S,S
Arujá,SP,20200317,20220630,S,S,S,S,S,S,S
Osasco,SP,20200522,20211031,S,S,S,S,S,S,S
Osasco,SP,20200323,20200331,S,S,S,S,S,S,S
São Paulo,SP,20220630,20230104,S,S,S,S,S,S,S
São Paulo,SP,20200320,20220629,S,S,S,S,S,S,S
São Paulo,SP,20200320,20220630,S,S,S,S,S,S,S
Guarulhos,SP,20211215,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20211213,S,S,S,S,S,S,S
São Paulo,SP,20200317,20211216,S,S,S,S,S,S,S
São Paulo,SP,20200320,20200713,S,S,S,S,S,S,S
São Paulo,SP,20220429,99991231,S,S,S,S,S,S,S
São Paulo,SP,20200404,20220428,S,S,S,S,S,S,S
São Paulo,SP,20200319,20200403,S,S,S,S,S,S,S
São Paulo,SP,20200320,20220630,S,S,S,S,S,S,S
Campinas,SP,20211001,20211205,S,S,S,S,S,S,S
Campinas,SP,20210701,20210824,S,S,S,S,S,S,S
Campinas,SP,20210831,20210929,S,S,S,S,S,S,S
Campinas,SP,20210826,20210829,S,S,S,S,S,S,S
São José dos Campos,SP,20230101,99991231,S,S,S,S,S,S,S
São José dos Campos,SP,20220208,20220208,S,S,S,S,S,S,S
São José dos Campos,SP,20210101,20220205,S,S,S,S,S,S,S
São José dos Campos,SP,20200330,20200420,S,S,S,S,S,S,S
São José dos Campos,SP,20200924,20201205,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20211216,S,S,S,S,S,S,S
Indaiatuba,SP,20221101,99991231,S,S,S,S,S,S,S
Campinas,SP,20200320,20200331,S,S,S,S,S,S,S
Itatiba,SP,20200320,20200331,S,S,S,S,S,S,S
São Paulo,SP,20220412,20220412,S,S,S,S,S,S,S
São Paulo,SP,20200319,20220410,S,S,S,S,S,S,S
São Paulo,SP,20230125,99991231,S,S,S,S,S,S,S
São Paulo,SP,20221104,20230124,S,S,S,S,S,S,S
Ferraz de Vasconcelos,SP,20200323,20200408,S,S,S,S,S,S,S
Ferraz de Vasconcelos,SP,20201201,20210430,S,S,S,S,S,S,S
São Paulo,SP,20230116,99991231,S,S,S,S,S,S,S
São Paulo,SP,20221031,20230115,S,S,S,S,S,S,S
São Paulo,SP,20211201,20220531,S,S,S,S,S,S,S
São Paulo,SP,20230112,99991231,S,S,S,S,S,S,S
São Paulo,SP,20221105,20230111,S,S,S,S,S,S,S
Guarulhos,SP,20230301,99991231,S,S,S,S,S,S,S
São Paulo,SP,20201212,20201228,S,S,S,S,S,S,S
Campinas,SP,20200313,20220630,S,S,S,S,S,S,S
São Paulo,SP,20211101,20211130,S,S,S,S,S,S,S
São Paulo,SP,20210623,20211031,S,S,S,S,S,S,S
Guarulhos,SP,20230301,99991231,S,N,N,S,S,S,S
São Paulo,SP,20200320,20210930,S,S,S,S,S,S,S
Guarulhos,SP,20230112,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20221104,20230111,S,S,S,S,S,S,S
São Paulo,SP,20200320,20200927,S,S,S,S,S,S,S
Campinas,SP,20210220,20210305,S,S,S,S,S,S,S
Campinas,SP,20201101,20220410,S,S,S,S,S,S,S
Guarulhos,SP,20230201,99991231,S,S,S,S,S,S,S
São Paulo,SP,20210801,20211216,S,S,S,S,S,S,S
São Paulo,SP,20211221,20211221,S,S,S,S,S,S,S
São Paulo,SP,20210801,20211219,S,S,S,S,S,S,S
São Paulo,SP,20200324,20210221,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20211231,S,S,S,S,S,S,S
São Paulo,SP,20220727,99991231,S,S,S,S,S,S,S
São Paulo,SP,20201201,20210430,S,S,S,S,S,S,S
Campinas,SP,20230209,99991231,S,S,S,S,S,S,S
Campinas,SP,20221104,20230208,S,S,S,S,S,S,S
São Paulo,SP,20200317,20211130,S,S,S,S,S,S,S
Guarulhos,SP,20220429,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20200319,20220428,S,S,S,S,S,S,S
Guarulhos,SP,20210901,20211201,S,S,S,S,S,S,S
Guarulhos,SP,20201101,20210831,S,S,S,S,S,S,S
Guarulhos,SP,20201201,20211128,S,S,S,S,S,S,S
Guarulhos,SP,20201101,20201130,S,S,S,S,S,S,S
Araraquara,SP,20200319,20200630,S,S,S,S,S,S,S
Campinas,SP,20200319,20211219,S,S,S,S,S,S,S
Indaiatuba,SP,20211102,20211103,S,S,S,S,S,S,S
Indaiatuba,SP,20211001,20211009,S,S,S,S,S,S,S
Indaiatuba,SP,20210531,20210602,S,S,S,S,S,S,S
Indaiatuba,SP,20200324,20200409,S,S,S,S,S,S,S
São José dos Campos,SP,20211101,20220819,S,S,S,S,S,S,S
São José dos Campos,SP,20200320,20211031,S,S,S,S,S,S,S
São Paulo,SP,20200318,20200707,S,S,S,S,S,S,S
São Paulo,SP,20220502,99991231,S,S,S,S,S,S,S
São Paulo,SP,20200320,20220501,S,S,S,S,S,S,S
Campinas,SP,20200316,20200329,S,S,S,S,S,S,S
Jacareí,SP,20210309,20210309,S,S,S,S,S,S,S
Jacareí,SP,20210308,20210308,S,S,S,S,S,S,S
Jacareí,SP,20210310,20210310,S,S,S,S,S,S,S
Jacareí,SP,20210311,20210311,S,S,S,S,S,S,S
Jacareí,SP,20200710,20200720,S,S,S,S,S,S,S
São Paulo,SP,20200323,20200713,S,S,S,S,S,S,S
Indaiatuba,SP,20220701,99991231,S,S,S,S,S,S,S
Indaiatuba,SP,20200320,20220630,S,S,S,S,S,S,S
Sorocaba,SP,20211206,20211219,S,S,S,S,S,S,S
Sorocaba,SP,20211027,20211205,S,S,S,S,S,S,S
Sorocaba,SP,20200402,20200413,S,S,S,S,S,S,S
Sorocaba,SP,20200417,20200419,S,S,S,S,S,S,S
Sorocaba,SP,20200422,20200509,S,S,S,S,S,S,S
Sorocaba,SP,20200512,20200515,S,S,S,S,S,S,S
Sorocaba,SP,20200517,20200520,S,S,S,S,S,S,S
Sorocaba,SP,20200522,20200530,S,S,S,S,S,S,S
Sorocaba,SP,20200321,20200331,S,S,S,S,S,S,S
Sorocaba,SP,20200601,20200601,S,S,S,S,S,S,S
Indaiatuba,SP,20220502,20221231,S,S,S,S,S,S,S
Indaiatuba,SP,20220429,20220429,S,S,S,S,S,S,S
Indaiatuba,SP,20220430,20220501,S,S,S,S,S,S,S
Indaiatuba,SP,20200320,20220428,S,S,S,S,S,S,S
Campinas,SP,20200322,20200630,S,S,S,S,S,S,S
Campinas,SP,20230301,99991231,S,N,N,S,S,S,S
Campinas,SP,20200321,20200531,S,S,S,S,S,S,S
Campinas,SP,20220808,99991231,S,S,S,S,S,S,S
Campinas,SP,20200324,20200406,S,S,S,S,S,S,S
Campinas,SP,20201121,20201231,S,S,S,S,S,S,S
Indaiatuba,SP,20200323,20200406,S,S,S,S,S,S,S
Guarulhos,SP,20210513,20210513,S,S,S,S,S,S,S
Guarulhos,SP,20210512,20210512,S,S,S,S,S,S,S
Guarulhos,SP,20210511,20210511,S,S,S,S,S,S,S
Guarulhos,SP,20210508,20210508,S,S,S,S,S,S,S
Guarulhos,SP,20210507,20210507,S,S,S,S,S,S,S
Guarulhos,SP,20210501,20210501,S,S,S,S,S,S,S
Guarulhos,SP,20210317,20210317,S,S,S,S,S,S,S
Guarulhos,SP,20210215,20210215,S,S,S,S,S,S,S
Guarulhos,SP,20210210,20210210,S,S,S,S,S,S,S
Guarulhos,SP,20210126,20210126,S,S,S,S,S,S,S
Guarulhos,SP,20210114,20210114,S,S,S,S,S,S,S
Guarulhos,SP,20210108,20210108,S,S,S,S,S,S,S
Guarulhos,SP,20201219,20201219,S,S,S,S,S,S,S
Guarulhos,SP,20201106,20201106,S,S,S,S,S,S,S
Guarulhos,SP,20201101,20201101,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20200407,S,S,S,S,S,S,S
Guarulhos,SP,20200808,20200823,S,S,S,S,S,S,S
São José dos Campos,SP,20221101,20221130,S,S,S,S,S,S,S
Guarulhos,SP,20220104,20220320,S,S,S,S,S,S,S
Guarulhos,SP,20200319,20200719,S,S,S,S,S,S,S
São José dos Campos,SP,20221101,20221116,S,S,S,S,S,S,S
São José dos Campos,SP,20200325,20200412,S,S,S,S,S,S,S
Caçapava,SP,20220701,99991231,S,S,S,S,S,S,S
Caçapava,SP,20220726,99991231,S,S,S,S,S,S,S
Caçapava,SP,20210920,20220630,S,S,S,S,S,S,S
Caçapava,SP,20200320,20210919,S,S,S,S,S,S,S
Guarulhos,SP,20200729,20200731,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200412,S,S,S,S,S,S,S
São Paulo,SP,20200324,20200412,S,S,S,S,S,S,S
Guarulhos,SP,20230301,99991231,S,N,N,S,S,S,S
Guarulhos,SP,20200323,20211123,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200412,S,S,S,S,S,S,S
São Paulo,SP,20220218,20220428,S,S,S,S,S,S,S
São Paulo,SP,20210416,20210416,S,S,S,S,S,S,S
São Paulo,SP,20210424,20210424,S,S,S,S,S,S,S
São Paulo,SP,20210402,20210402,S,S,S,S,S,S,S
São Paulo,SP,20210423,20210423,S,S,S,S,S,S,S
São Paulo,SP,20210401,20210401,S,S,S,S,S,S,S
São Paulo,SP,20210404,20210404,S,S,S,S,S,S,S
São Paulo,SP,20210407,20210407,S,S,S,S,S,S,S
São Paulo,SP,20210418,20210418,S,S,S,S,S,S,S
São Paulo,SP,20210420,20210420,S,S,S,S,S,S,S
São Paulo,SP,20210425,20210425,S,S,S,S,S,S,S
São Paulo,SP,20210405,20210405,S,S,S,S,S,S,S
São Paulo,SP,20210409,20210409,S,S,S,S,S,S,S
São Paulo,SP,20210410,20210410,S,S,S,S,S,S,S
São Paulo,SP,20210413,20210413,S,S,S,S,S,S,S
São Paulo,SP,20210428,20210428,S,S,S,S,S,S,S
São Paulo,SP,20210430,20210430,S,S,S,S,S,S,S
São Paulo,SP,20210421,20210421,S,S,S,S,S,S,S
São Paulo,SP,20210426,20210426,S,S,S,S,S,S,S
São Paulo,SP,20210427,20210427,S,S,S,S,S,S,S
São Paulo,SP,20210429,20210429,S,S,S,S,S,S,S
São Paulo,SP,20210406,20210406,S,S,S,S,S,S,S
São Paulo,SP,20210415,20210415,S,S,S,S,S,S,S
São Paulo,SP,20210417,20210417,S,S,S,S,S,S,S
São Paulo,SP,20210411,20210411,S,S,S,S,S,S,S
São Paulo,SP,20210403,20210403,S,S,S,S,S,S,S
São Paulo,SP,20210408,20210408,S,S,S,S,S,S,S
São Paulo,SP,20210412,20210412,S,S,S,S,S,S,S
São Paulo,SP,20210414,20210414,S,S,S,S,S,S,S
São Paulo,SP,20210419,20210419,S,S,S,S,S,S,S
São Paulo,SP,20210422,20210422,S,S,S,S,S,S,S
São Paulo,SP,20210601,20210630,S,S,S,S,S,S,S
São Paulo,SP,20220126,20220217,S,S,S,S,S,S,S
São Paulo,SP,20200323,20200331,S,S,S,S,S,S,S
São Paulo,SP,20210101,20210331,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20200407,S,S,S,S,S,S,S
Guarulhos,SP,20200806,20200823,S,S,S,S,S,S,S
São José dos Campos,SP,20200323,20211123,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20200421,S,S,S,S,S,S,S
Ferraz de Vasconcelos,SP,20200320,20200714,S,S,S,S,S,S,S
Bauru,SP,20220701,99991231,S,S,S,S,S,S,S
Bauru,SP,20210201,20211031,S,S,S,S,S,S,S
Bauru,SP,20220302,20220630,S,S,S,S,S,S,S
Bauru,SP,20211101,20220228,S,S,S,S,S,S,S
Bauru,SP,20201101,20210131,S,S,S,S,S,S,S
São Paulo,SP,20230301,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20200323,20200523,S,S,S,S,S,S,S
São José dos Campos,SP,20221101,20221130,S,S,S,S,S,S,S
São José dos Campos,SP,20200324,20200412,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200406,S,S,S,S,S,S,S
Guarulhos,SP,20200325,20200412,S,S,S,S,S,S,S
Guarulhos,SP,20201201,20211207,S,S,S,S,S,S,S
Guarulhos,SP,20201101,20201130,S,S,S,S,S,S,S
Guarulhos,SP,20210701,20211122,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20201006,S,S,S,S,S,S,S
Guarulhos,SP,20210501,20210630,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20200718,S,S,S,S,S,S,S
Guarulhos,SP,20200729,20200814,S,S,S,S,S,S,S
Ferraz de Vasconcelos,SP,20200322,20200504,S,S,S,S,S,S,S
São Paulo,SP,20200324,20200412,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20220630,S,S,S,S,S,S,S
São José dos Campos,SP,20210701,20211231,S,S,S,S,S,S,S
São José dos Campos,SP,20201101,20210630,S,S,S,S,S,S,S
Jacareí,SP,20230201,99991231,S,S,S,S,S,S,S
Ribeirão Preto,SP,20201109,20201113,S,S,S,S,S,S,S
Sumaré,SP,20200427,20200510,S,S,S,S,S,S,S
Campinas,SP,20200320,20211202,S,S,S,S,S,S,S
Campinas,SP,20220502,99991231,S,S,S,S,S,S,S
Campinas,SP,20200320,20220501,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20210831,S,S,S,S,S,S,S
Campinas,SP,20200405,20200416,S,S,S,S,S,S,S
Campinas,SP,20200419,20200502,S,S,S,S,S,S,S
Campinas,SP,20200505,20200507,S,S,S,S,S,S,S
Campinas,SP,20200510,20200523,S,S,S,S,S,S,S
Campinas,SP,20200321,20200401,S,S,S,S,S,S,S
Campinas,SP,20200525,20200525,S,S,S,S,S,S,S
Guarulhos,SP,20220602,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20220127,20220601,S,S,S,S,S,S,S
Guarulhos,SP,20210827,20220111,S,S,S,S,S,S,S
Guarulhos,SP,20210111,20210824,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20201013,S,S,S,S,S,S,S
Guarulhos,SP,20220309,20220310,S,S,S,S,S,S,S
Guarulhos,SP,20221025,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20220701,20221024,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20220630,S,S,S,S,S,S,S
São José dos Campos,SP,20220701,20220915,S,S,S,S,S,S,S
São José dos Campos,SP,20210916,20220630,S,S,S,S,S,S,S
São José dos Campos,SP,20200325,20200412,S,S,S,S,S,S,S
Guarulhos,SP,20230116,99991231,S,S,S,S,S,S,S
Guarulhos,SP,20221125,20230115,S,S,S,S,S,S,S
Guarulhos,SP,20200322,20200504,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20211216,S,S,S,S,S,S,S
Presidente Prudente,SP,20211206,20211207,S,S,S,S,S,S,S
Presidente Prudente,SP,20211201,20211202,S,S,S,S,S,S,S
Presidente Prudente,SP,20211210,20211210,S,S,S,S,S,S,S
Presidente Prudente,SP,20211027,20211031,S,S,S,S,S,S,S
Presidente Prudente,SP,20211103,20211107,S,S,S,S,S,S,S
Presidente Prudente,SP,20211002,20211007,S,S,S,S,S,S,S
Presidente Prudente,SP,20211015,20211019,S,S,S,S,S,S,S
Presidente Prudente,SP,20211009,20211013,S,S,S,S,S,S,S
Presidente Prudente,SP,20211021,20211025,S,S,S,S,S,S,S
Presidente Prudente,SP,20211120,20211123,S,S,S,S,S,S,S
Presidente Prudente,SP,20211130,20211130,S,S,S,S,S,S,S
Presidente Prudente,SP,20211125,20211126,S,S,S,S,S,S,S
Presidente Prudente,SP,20211109,20211111,S,S,S,S,S,S,S
Presidente Prudente,SP,20211114,20211117,S,S,S,S,S,S,S
Presidente Prudente,SP,20210921,20210922,S,S,S,S,S,S,S
Presidente Prudente,SP,20210914,20210919,S,S,S,S,S,S,S
Presidente Prudente,SP,20210929,20210930,S,S,S,S,S,S,S
Presidente Prudente,SP,20210924,20210927,S,S,S,S,S,S,S
Presidente Prudente,SP,20210907,20210912,S,S,S,S,S,S,S
Presidente Prudente,SP,20210508,20210508,S,S,S,S,S,S,S
Presidente Prudente,SP,20210514,20210514,S,S,S,S,S,S,S
Presidente Prudente,SP,20210503,20210503,S,S,S,S,S,S,S
Presidente Prudente,SP,20210505,20210505,S,S,S,S,S,S,S
Presidente Prudente,SP,20210506,20210506,S,S,S,S,S,S,S
Presidente Prudente,SP,20210507,20210507,S,S,S,S,S,S,S
Presidente Prudente,SP,20210509,20210509,S,S,S,S,S,S,S
Presidente Prudente,SP,20210510,20210510,S,S,S,S,S,S,S
Presidente Prudente,SP,20210512,20210512,S,S,S,S,S,S,S
Presidente Prudente,SP,20210513,20210513,S,S,S,S,S,S,S
Presidente Prudente,SP,20210515,20210515,S,S,S,S,S,S,S
Presidente Prudente,SP,20210504,20210504,S,S,S,S,S,S,S
Presidente Prudente,SP,20210511,20210511,S,S,S,S,S,S,S
Presidente Prudente,SP,20200410,20200731,S,S,S,S,S,S,S
Presidente Prudente,SP,20200320,20201231,S,S,S,S,S,S,S
Jundiaí,SP,20220502,99991231,S,S,S,S,S,S,S
Jundiaí,SP,20200320,20220501,S,S,S,S,S,S,S
Ribeirão Preto,SP,20200410,20211206,S,S,S,S,S,S,S
Santo André,SP,20210316,20210316,S,S,S,S,S,S,S
Santo André,SP,20210317,20210317,S,S,S,S,S,S,S
Santo André,SP,20210318,20210318,S,S,S,S,S,S,S
Campinas,SP,20210524,20210526,S,S,S,S,S,S,S
Campinas,SP,20200610,20200710,S,S,S,S,S,S,S
Campinas,SP,20200803,20200809,S,S,S,S,S,S,S
Campinas,SP,20200811,20200814,S,S,S,S,S,S,S
Campinas,SP,20210216,20210228,S,S,S,S,S,S,S
Guarulhos,SP,20211218,20211220,S,S,S,S,S,S,S
Guarulhos,SP,20200713,20211216,S,S,S,S,S,S,S
Guarulhos,SP,20200320,20200614,S,S,S,S,S,S,S
Bauru,SP,20200401,20211210,S,S,S,S,S,S,S
São Paulo,SP,20211218,20211220,S,S,S,S,S,S,S
São Paulo,SP,20200320,20211216,S,S,S,S,S,S,S
Campinas,SP,20210408,20210410,S,S,S,S,S,S,S
Campinas,SP,20200318,20200731,S,S,S,S,S,S,S
Campinas,SP,20210407,20210407,S,S,S,S,S,S,S
Campinas,SP,20210504,20210630,S,S,S,S,S,S,S
Campinas,SP,20200321,20200607,S,S,S,S,S,S,S
Indaiatuba,SP,20210504,20210506,S,S,S,S,S,S,S
Indaiatuba,SP,20200323,20200409,S,S,S,S,S,S,S
Indaiatuba,SP,20201221,20210108,S,S,S,S,S,S,S
Guarulhos,SP,20210201,20210531,S,S,S,S,S,S,S
Campinas,SP,20210531,20210602,S,S,S,S,S,S,S
Campinas,SP,20210318,20210321,S,S,S,S,S,S,S
Campinas,SP,20210316,20210316,S,S,S,S,S,S,S
Campinas,SP,20200717,20210228,S,S,S,S,S,S,S
São Paulo,SP,20210308,20210308,S,S,S,S,S,S,S
São Paulo,SP,20210310,20210310,S,S,S,S,S,S,S
São Paulo,SP,20210311,20210311,S,S,S,S,S,S,S
São Paulo,SP,20210309,20210309,S,S,S,S,S,S,S
São Paulo,SP,20210120,20210121,S,S,S,S,S,S,S
Osasco,SP,20200320,20200621,S,S,S,S,S,S,S
Osasco,SP,20200623,20200623,S,S,S,S,S,S,S
Indaiatuba,SP,20210531,20210602,S,S,S,S,S,S,S
Indaiatuba,SP,20200325,20200409,S,S,S,S,S,S,S
São Paulo,SP,20210312,20211205,S,S,S,S,S,S,S
São Paulo,SP,20200326,20210310,S,S,S,S,S,S,S
São Paulo,SP,20200330,20211130,S,S,S,S,S,S,S
Indaiatuba,SP,20200319,20211206,S,S,S,S,S,S,S
Indaiatuba,SP,20200316,20211205,S,S,S,S,S,S,S
São José dos Campos,SP,20221031,20230109,S,S,S,S,S,S,S
São José dos Campos,SP,20220822,20221030,S,S,S,S,S,S,S
São José dos Campos,SP,20200320,20200412,S,S,S,S,S,S,S
São José dos Campos,SP,20221101,20221130,S,S,S,S,S,S,S
São José dos Campos,SP,20200320,20200412,S,S,S,S,S,S,S
Guarulhos,SP,20210617,20210728,S,S,S,S,S,S,S
Guarulhos,SP,20210731,20211216,S,S,S,S,S,S,S
Campinas,SP,20211203,20211204,S,S,S,S,S,S,S
Campinas,SP,20210517,20210519,S,S,S,S,S,S,S
São Paulo,SP,20220602,20230601,S,S,S,S,S,S,S
São Paulo,SP,20220127,20220601,S,S,S,S,S,S,S
São Paulo,SP,20200320,20201013,S,S,S,S,S,S,S
São Paulo,SP,20210111,20220111,S,S,S,S,S,S,S
Guarulhos,SP,20230219,99991231,S,N,N,S,S,S,S
Guarulhos,SP,20220701,20230218,S,S,S,S,S,S,S
Guarulhos,SP,20211101,20220630,S,S,S,S,S,S,S
Guarulhos,SP,20200324,20200412,S,S,S,S,S,S,S
São Paulo,SP,20200323,20200930,S,S,S,S,S,S,S
São Paulo,SP,20210315,20210315,S,S,S,S,S,S,S
São Paulo,SP,20210318,20210318,S,S,S,S,S,S,S
São Paulo,SP,20210322,20210322,S,S,S,S,S,S,S
São Paulo,SP,20210325,20210325,S,S,S,S,S,S,S
São Paulo,SP,20210323,20210323,S,S,S,S,S,S,S
São Paulo,SP,20210324,20210324,S,S,S,S,S,S,S
São Paulo,SP,20210312,20210312,S,S,S,S,S,S,S
São Paulo,SP,20210316,20210316,S,S,S,S,S,S,S
São Paulo,SP,20210317,20210317,S,S,S,S,S,S,S
